source_id,ra,dec,phot_g_mean_mag,bp_rp,pmra,pmdec
5481326598474959104,92.50160555004976,-61.55931725159731,10.639042,0.88428783,-20.91238608553006,38.746223653972095
5481328453900829312,92.69868133692086,-61.47992921308223,12.130373,0.4875574,0.7268477636065511,0.3913372057438995
5481370136560466048,94.05590024879785,-61.02312517762898,10.82823,0.5269699,-0.5463493152799184,8.143800214705323
5481385220486299648,93.31941003535499,-61.19664880854859,10.535503,0.5802498,-6.448528845865036,-1.4465528210416516
5481525098980897024,95.54854048067463,-61.259083829784686,12.234549,0.681036,-2.457050062860066,10.168439849705505
5481794788567353856,96.41320561909728,-60.15591749201883,11.768355,0.6740093,-6.220287056880662,-1.1889338839641646
5481798529482019968,95.07852356259492,-60.61106071211439,12.477281,0.59504795,-5.295844358101916,12.365195707862984
5481808085785929344,95.4632341575733,-60.41291077893705,11.737222,0.66542625,0.44158839138605915,4.405161218877226
5481864328380969856,96.48685100782045,-59.794354186543345,12.2626295,1.1586943,5.80160082910511,-12.08278971641308
5481926175910781056,98.07621290016438,-59.591817978506,10.08765,1.321888,7.298170537619943,34.457632646630415
5482008815377561728,90.29228858262594,-61.765267238564135,12.034887,0.7835808,31.309708408634116,12.347652028971751
5482040426336645376,91.1300488287731,-61.2774450735571,9.421139,1.6434708,-1.9510565147486851,0.9807256217749176
5482053135142766592,92.06671933842343,-61.244088530842404,11.459028,0.113928795,2.8143029591520947,6.165322353009232
5482060767301774464,91.26762063623084,-61.28220372139771,7.477285,1.8215628,17.276419757461245,21.66522934641187
132667245587072,45.0727955724553,0.969970782487376,7.4750457,1.2528615,29.432375835260864,-93.78045808765805
3059945155636992,49.52682046901489,4.9693466268505695,7.9459133,0.34144592,-17.43595121298122,-16.895574676811894
3622792029823232,46.81147509043474,5.019875451380022,7.8041253,1.7703657,-6.041828636286475,4.8099041091675625
9205253082371712,51.43472708961587,5.93534849669224,7.628119,0.14589834,63.1984538555198,-19.71895739734865
12314843763993984,54.47914080873418,9.932742443373881,7.025612,2.2481928,21.435817562344855,-20.64167796404694
12409848441118464,51.91627736248599,8.765044739305193,7.7271185,0.46963692,39.80554177149695,-35.13194887893737
458844241844352,45.268937647249174,1.5632481428309155,9.835661,,-4.675955541257631,-10.259970197829874
